COD_POSICAO,SG_AREA,COD_ITEM,DESC_GABARITO,COD_HABILIDADE,ITEN_ABANDONO,DESC_MOTIVO_ABANDONO,NUM_PARAMETRO_A,NUM_PARAMETRO_B,NUM_PARAMETRO_C,COD_PROVA,DESC_COR_PROVA,COD_TIPO_LINGUA,COD_ITEM_ADPTADO,DATA_PROCESSAMENTO
70,CH,96856,E,17,0,,2.33124,0.94362,0.17113,1021,LARANJA,,1,10/12/2022
64,CH,40415,B,14,0,,2.5194,1.40264,0.14642,1021,LARANJA,,1,10/12/2022
65,CH,89191,E,14,0,,1.96026,0.76128,0.15989,1021,LARANJA,,1,10/12/2022
66,CH,98098,B,15,0,,2.49136,0.36085,0.1842,1021,LARANJA,,1,10/12/2022
63,CH,98111,C,13,0,,1.71024,1.16271,0.26342,1021,LARANJA,,1,10/12/2022
76,CH,112034,A,11,0,,1.73376,0.58793,0.16204,1021,LARANJA,,1,10/12/2022
48,CH,111923,B,12,0,,1.13766,0.28218,0.22483,1021,LARANJA,,1,10/12/2022
56,CH,95493,D,3,0,,1.5706,2.47827,0.23976,1021,LARANJA,,1,10/12/2022
57,CH,43246,B,8,0,,1.24156,0.79745,0.25898,1021,LARANJA,,1,10/12/2022
58,CH,81576,B,30,0,,0.63943,2.6604,0.11099,1021,LARANJA,,1,10/12/2022
55,CH,111808,D,7,0,,1.73126,1.87006,0.19229,1021,LARANJA,,1,10/12/2022
59,CH,82135,A,8,0,,2.2809,1.5656,0.25303,1021,LARANJA,,1,10/12/2022
52,CH,89039,B,6,0,,2.29374,2.2257,0.21431,1021,LARANJA,,1,10/12/2022
54,CH,85204,C,23,0,,1.88307,1.62308,0.27582,1021,LARANJA,,1,10/12/2022
49,CH,97078,A,3,0,,1.28469,1.07436,0.17357,1021,LARANJA,,1,10/12/2022
50,CH,118048,B,4,0,,2.46307,1.56036,0.08967,1021,LARANJA,,1,10/12/2022
60,CH,86173,A,12,0,,2.59981,0.62025,0.17297,1021,LARANJA,,1,10/12/2022
61,CH,85282,C,12,0,,1.78361,2.16305,0.21338,1021,LARANJA,,1,10/12/2022
62,CH,85044,B,26,0,,2.0536,0.42926,0.17206,1021,LARANJA,,1,10/12/2022
51,CH,84139,B,9,0,,2.58546,2.0948,0.13711,1021,LARANJA,,1,10/12/2022
53,CH,89179,C,26,0,,1.46891,0.96834,0.20067,1021,LARANJA,,1,10/12/2022
67,CH,111853,E,14,0,,1.41409,0.39187,0.21947,1021,LARANJA,,1,10/12/2022
75,CH,26280,B,21,0,,1.12148,0.7962,0.21233,1021,LARANJA,,1,10/12/2022
83,CH,86807,A,17,0,,1.67822,0.92773,0.15131,1021,LARANJA,,1,10/12/2022
85,CH,96021,E,18,0,,1.04531,2.10927,0.18524,1021,LARANJA,,1,10/12/2022
89,CH,118052,B,20,0,,1.56596,0.79905,0.14769,1021,LARANJA,,1,10/12/2022
46,CH,29091,B,1,0,,2.09137,0.82933,0.15726,1021,LARANJA,,1,10/12/2022
87,CH,111902,B,7,0,,2.61437,1.50387,0.21389,1022,LARANJA,,1,10/12/2022
88,CH,88822,D,10,0,,2.62554,1.64878,0.20408,1022,LARANJA,,1,10/12/2022
86,CH,18419,D,18,0,,2.58493,0.33247,0.14252,1022,LARANJA,,1,10/12/2022
89,CH,118052,B,20,0,,1.56596,0.79905,0.14769,1022,LARANJA,,1,10/12/2022
83,CH,86807,A,17,0,,1.67822,0.92773,0.15131,1022,LARANJA,,1,10/12/2022
84,CH,85029,E,25,0,,3.06514,0.34472,0.16031,1022,LARANJA,,1,10/12/2022
90,CH,96322,A,14,0,,2.07246,0.2126,0.16207,1022,LARANJA,,1,10/12/2022
85,CH,96021,E,18,0,,1.04531,2.10927,0.18524,1022,LARANJA,,1,10/12/2022
79,CH,112132,C,28,0,,1.03028,0.60687,0.18024,1022,LARANJA,,1,10/12/2022
46,CH,29091,B,1,0,,2.09137,0.82933,0.15726,1022,LARANJA,,1,10/12/2022
81,CH,89310,E,2,0,,1.61559,0.25915,0.17511,1022,LARANJA,,1,10/12/2022
78,CH,118013,A,27,0,,1.30256,-0.2791,0.19424,1022,LARANJA,,1,10/12/2022
76,CH,112034,A,11,0,,1.73376,0.58793,0.16204,1022,LARANJA,,1,10/12/2022
77,CH,86294,A,24,0,,2.90062,1.9314,0.1127,1022,LARANJA,,1,10/12/2022
71,CH,111986,A,5,0,,2.49144,1.55206,0.25429,1022,LARANJA,,1,10/12/2022
72,CH,87232,B,18,0,,2.04727,0.60714,0.1923,1022,LARANJA,,1,10/12/2022
73,CH,82271,E,19,0,,1.36626,0.46627,0.1949,1022,LARANJA,,1,10/12/2022
70,CH,96856,E,17,0,,2.33124,0.94362,0.17113,1022,LARANJA,,1,10/12/2022
67,CH,111853,E,14,0,,1.41409,0.39187,0.21947,1022,LARANJA,,1,10/12/2022
74,CH,84400,E,19,0,,2.75754,1.21741,0.28161,1022,LARANJA,,1,10/12/2022
68,CH,87520,D,16,0,,1.93415,0.99175,0.19874,1022,LARANJA,,1,10/12/2022
69,CH,20768,D,16,0,,1.01171,-0.0541,0.20363,1022,LARANJA,,1,10/12/2022
63,CH,98111,C,13,0,,1.71024,1.16271,0.26342,1022,LARANJA,,1,10/12/2022
65,CH,89191,E,14,0,,1.96026,0.76128,0.15989,1022,LARANJA,,1,10/12/2022
75,CH,26280,B,21,0,,1.12148,0.7962,0.21233,1022,LARANJA,,1,10/12/2022
61,CH,85282,C,12,0,,1.78361,2.16305,0.21338,1022,LARANJA,,1,10/12/2022
60,CH,86173,A,12,0,,2.59981,0.62025,0.17297,1022,LARANJA,,1,10/12/2022
62,CH,85044,B,26,0,,2.0536,0.42926,0.17206,1022,LARANJA,,1,10/12/2022
59,CH,82135,A,8,0,,2.2809,1.5656,0.25303,1022,LARANJA,,1,10/12/2022
48,CH,111923,B,12,0,,1.13766,0.28218,0.22483,1022,LARANJA,,1,10/12/2022
56,CH,95493,D,3,0,,1.5706,2.47827,0.23976,1022,LARANJA,,1,10/12/2022
64,CH,40415,B,14,0,,2.5194,1.40264,0.14642,1022,LARANJA,,1,10/12/2022
66,CH,98098,B,15,0,,2.49136,0.36085,0.1842,1022,LARANJA,,1,10/12/2022
80,CH,89635,A,29,0,,1.52437,1.50585,0.23945,1022,LARANJA,,1,10/12/2022
82,CH,82447,D,24,0,,3.12246,1.34418,0.1608,1022,LARANJA,,1,10/12/2022
58,CH,81576,B,30,0,,0.63943,2.6604,0.11099,1022,LARANJA,,1,10/12/2022
53,CH,89179,C,26,0,,1.46891,0.96834,0.20067,1022,LARANJA,,1,10/12/2022
54,CH,85204,C,23,0,,1.88307,1.62308,0.27582,1022,LARANJA,,1,10/12/2022
55,CH,111808,D,7,0,,1.73126,1.87006,0.19229,1022,LARANJA,,1,10/12/2022
49,CH,97078,A,3,0,,1.28469,1.07436,0.17357,1022,LARANJA,,1,10/12/2022
50,CH,118048,B,4,0,,2.46307,1.56036,0.08967,1022,LARANJA,,1,10/12/2022
51,CH,84139,B,9,0,,2.58546,2.0948,0.13711,1022,LARANJA,,1,10/12/2022
47,CH,96296,A,1,0,,2.46012,1.84199,0.13745,1022,LARANJA,,1,10/12/2022
57,CH,43246,B,8,0,,1.24156,0.79745,0.25898,1022,LARANJA,,1,10/12/2022
52,CH,89039,B,6,0,,2.29374,2.2257,0.21431,1022,LARANJA,,1,10/12/2022
2,LC,118292,A,8,0,,1.86272,0.34935,0.27244,889,AZUL,0,,10/12/2022
3,LC,118145,A,5,0,,2.57602,0.57464,0.19619,889,AZUL,0,,10/12/2022
4,LC,81488,B,5,0,,3.48892,0.84356,0.12705,889,AZUL,0,,10/12/2022
5,LC,63712,B,6,0,,2.528,1.55393,0.29354,889,AZUL,0,,10/12/2022
1,LC,112042,C,7,0,,2.00076,0.26863,0.0789,889,AZUL,1,,10/12/2022
2,LC,89505,A,8,0,,1.49099,1.12765,0.17633,889,AZUL,1,,10/12/2022
3,LC,117572,E,5,0,,2.02578,1.05526,0.05391,889,AZUL,1,,10/12/2022
4,LC,85244,A,5,0,,3.01335,0.18654,0.26635,889,AZUL,1,,10/12/2022
5,LC,118223,A,6,0,,2.81886,-0.37712,0.19554,889,AZUL,1,,10/12/2022
6,LC,15069,B,1,0,,1.77244,0.23114,0.00953,889,AZUL,,,10/12/2022
7,LC,120165,D,25,0,,2.9592,0.57101,0.16401,889,AZUL,,,10/12/2022
8,LC,118073,C,24,0,,1.68791,0.79504,0.13105,889,AZUL,,,10/12/2022
9,LC,86462,D,20,0,,2.38262,0.23283,0.11832,889,AZUL,,,10/12/2022
10,LC,97519,E,18,0,,2.39514,-0.22063,0.05035,889,AZUL,,,10/12/2022
11,LC,68920,A,20,0,,0.96148,-0.66104,0.01713,889,AZUL,,,10/12/2022
12,LC,118201,D,2,0,,0.79399,-0.42733,0.23668,889,AZUL,,,10/12/2022
13,LC,118251,C,21,0,,0.27414,4.27494,0.08273,889,AZUL,,,10/12/2022
14,LC,120342,E,3,0,,1.58638,1.45518,0.22273,889,AZUL,,,10/12/2022
15,LC,120646,D,14,0,,1.57672,1.15232,0.16243,889,AZUL,,,10/12/2022
16,LC,86515,B,24,0,,2.19688,0.92018,0.10506,889,AZUL,,,10/12/2022
17,LC,120170,E,9,0,,1.9866,1.65243,0.11374,889,AZUL,,,10/12/2022
18,LC,31981,D,12,0,,2.08211,0.59859,0.17197,889,AZUL,,,10/12/2022
19,LC,118218,D,9,0,,2.68787,0.62089,0.26778,889,AZUL,,,10/12/2022
20,LC,120623,D,30,0,,1.58074,1.24997,0.12025,889,AZUL,,,10/12/2022
21,LC,83331,A,22,0,,2.89764,0.57674,0.16815,889,AZUL,,,10/12/2022
22,LC,86329,B,26,0,,1.80201,0.20928,0.18024,889,AZUL,,,10/12/2022
23,LC,119763,B,14,0,,3.83474,0.4663,0.21265,889,AZUL,,,10/12/2022
24,LC,118240,B,15,1,Não permitiu a convergência do algoritmo de estimação da TRI,,,,889,AZUL,,,10/12/2022
25,LC,118279,B,16,0,,3.09031,2.70264,0.06863,889,AZUL,,,10/12/2022
26,LC,118269,D,18,0,,0.88199,2.40855,0.2075,889,AZUL,,,10/12/2022
27,LC,15105,E,12,0,,1.54517,1.71461,0.23079,889,AZUL,,,10/12/2022
28,LC,120627,B,28,0,,1.99613,1.20044,0.05794,889,AZUL,,,10/12/2022
29,LC,96262,C,23,0,,2.71876,0.24855,0.1477,889,AZUL,,,10/12/2022
30,LC,120154,E,27,0,,2.51375,1.26329,0.13472,889,AZUL,,,10/12/2022
31,LC,118205,A,11,0,,1.01454,0.06185,0.06182,889,AZUL,,,10/12/2022
32,LC,120375,D,19,0,,2.39615,1.63316,0.20335,889,AZUL,,,10/12/2022
33,LC,18745,A,4,0,,2.3308,1.6301,0.13047,889,AZUL,,,10/12/2022
34,LC,120340,B,21,0,,0.5311,0.41917,0.23722,889,AZUL,,,10/12/2022
35,LC,39441,D,17,0,,1.19989,0.74738,0.0877,889,AZUL,,,10/12/2022
36,LC,120560,B,13,0,,1.99754,2.27789,0.292,889,AZUL,,,10/12/2022
37,LC,120643,A,23,0,,2.94256,0.17547,0.22258,889,AZUL,,,10/12/2022
38,LC,118302,C,16,0,,1.4717,2.17279,0.19556,889,AZUL,,,10/12/2022
39,LC,118231,A,25,0,,1.42609,-0.65267,0.00765,889,AZUL,,,10/12/2022
40,LC,118250,C,17,0,,1.91893,0.83254,0.0852,889,AZUL,,,10/12/2022
41,LC,37831,D,16,0,,0.66145,1.56218,0.00747,889,AZUL,,,10/12/2022
42,LC,118293,C,10,0,,0.80105,2.47968,0.05719,889,AZUL,,,10/12/2022
43,LC,118258,D,13,1,Não permitiu a convergência do algoritmo de estimação da TRI,,,,889,AZUL,,,10/12/2022
44,LC,120639,D,29,0,,2.45537,0.7477,0.10142,889,AZUL,,,10/12/2022
45,LC,86594,C,23,0,,2.2723,1.56986,0.20724,889,AZUL,,,10/12/2022
1,LC,111852,C,7,0,,3.02127,0.71646,0.18997,889,AZUL,0,,10/12/2022
2,LC,81488,B,5,0,,3.48892,0.84356,0.12705,890,AMARELA,0,,10/12/2022
3,LC,63712,B,6,0,,2.528,1.55393,0.29354,890,AMARELA,0,,10/12/2022
4,LC,111852,C,7,0,,3.02127,0.71646,0.18997,890,AMARELA,0,,10/12/2022
5,LC,118292,A,8,0,,1.86272,0.34935,0.27244,890,AMARELA,0,,10/12/2022
1,LC,117572,E,5,0,,2.02578,1.05526,0.05391,890,AMARELA,1,,10/12/2022
2,LC,85244,A,5,0,,3.01335,0.18654,0.26635,890,AMARELA,1,,10/12/2022
3,LC,118223,A,6,0,,2.81886,-0.37712,0.19554,890,AMARELA,1,,10/12/2022
4,LC,112042,C,7,0,,2.00076,0.26863,0.0789,890,AMARELA,1,,10/12/2022
5,LC,89505,A,8,0,,1.49099,1.12765,0.17633,890,AMARELA,1,,10/12/2022
6,LC,118258,D,13,1,Não permitiu a convergência do algoritmo de estimação da TRI,,,,890,AMARELA,,,10/12/2022
7,LC,120639,D,29,0,,2.45537,0.7477,0.10142,890,AMARELA,,,10/12/2022
8,LC,86594,C,23,0,,2.2723,1.56986,0.20724,890,AMARELA,,,10/12/2022
9,LC,118231,A,25,0,,1.42609,-0.65267,0.00765,890,AMARELA,,,10/12/2022
10,LC,118250,C,17,0,,1.91893,0.83254,0.0852,890,AMARELA,,,10/12/2022
11,LC,37831,D,16,0,,0.66145,1.56218,0.00747,890,AMARELA,,,10/12/2022
12,LC,118293,C,10,0,,0.80105,2.47968,0.05719,890,AMARELA,,,10/12/2022
13,LC,118205,A,11,0,,1.01454,0.06185,0.06182,890,AMARELA,,,10/12/2022
14,LC,120375,D,19,0,,2.39615,1.63316,0.20335,890,AMARELA,,,10/12/2022
15,LC,18745,A,4,0,,2.3308,1.6301,0.13047,890,AMARELA,,,10/12/2022
16,LC,86329,B,26,0,,1.80201,0.20928,0.18024,890,AMARELA,,,10/12/2022
17,LC,119763,B,14,0,,3.83474,0.4663,0.21265,890,AMARELA,,,10/12/2022
18,LC,118240,B,15,1,Não permitiu a convergência do algoritmo de estimação da TRI,,,,890,AMARELA,,,10/12/2022
19,LC,118279,B,16,0,,3.09031,2.70264,0.06863,890,AMARELA,,,10/12/2022
20,LC,118269,D,18,0,,0.88199,2.40855,0.2075,890,AMARELA,,,10/12/2022
21,LC,15105,E,12,0,,1.54517,1.71461,0.23079,890,AMARELA,,,10/12/2022
22,LC,120627,B,28,0,,1.99613,1.20044,0.05794,890,AMARELA,,,10/12/2022
23,LC,120560,B,13,0,,1.99754,2.27789,0.292,890,AMARELA,,,10/12/2022
24,LC,120643,A,23,0,,2.94256,0.17547,0.22258,890,AMARELA,,,10/12/2022
25,LC,118302,C,16,0,,1.4717,2.17279,0.19556,890,AMARELA,,,10/12/2022
26,LC,97519,E,18,0,,2.39514,-0.22063,0.05035,890,AMARELA,,,10/12/2022
27,LC,68920,A,20,0,,0.96148,-0.66104,0.01713,890,AMARELA,,,10/12/2022
28,LC,118201,D,2,0,,0.79399,-0.42733,0.23668,890,AMARELA,,,10/12/2022
29,LC,118251,C,21,0,,0.27414,4.27494,0.08273,890,AMARELA,,,10/12/2022
30,LC,120342,E,3,0,,1.58638,1.45518,0.22273,890,AMARELA,,,10/12/2022
31,LC,120340,B,21,0,,0.5311,0.41917,0.23722,890,AMARELA,,,10/12/2022
32,LC,39441,D,17,0,,1.19989,0.74738,0.0877,890,AMARELA,,,10/12/2022
33,LC,120623,D,30,0,,1.58074,1.24997,0.12025,890,AMARELA,,,10/12/2022
34,LC,83331,A,22,0,,2.89764,0.57674,0.16815,890,AMARELA,,,10/12/2022
35,LC,96262,C,23,0,,2.71876,0.24855,0.1477,890,AMARELA,,,10/12/2022
36,LC,120154,E,27,0,,2.51375,1.26329,0.13472,890,AMARELA,,,10/12/2022
37,LC,120170,E,9,0,,1.9866,1.65243,0.11374,890,AMARELA,,,10/12/2022
38,LC,31981,D,12,0,,2.08211,0.59859,0.17197,890,AMARELA,,,10/12/2022
39,LC,118218,D,9,0,,2.68787,0.62089,0.26778,890,AMARELA,,,10/12/2022
40,LC,120646,D,14,0,,1.57672,1.15232,0.16243,890,AMARELA,,,10/12/2022
41,LC,86515,B,24,0,,2.19688,0.92018,0.10506,890,AMARELA,,,10/12/2022
42,LC,118073,C,24,0,,1.68791,0.79504,0.13105,890,AMARELA,,,10/12/2022
43,LC,86462,D,20,0,,2.38262,0.23283,0.11832,890,AMARELA,,,10/12/2022
44,LC,15069,B,1,0,,1.77244,0.23114,0.00953,890,AMARELA,,,10/12/2022
45,LC,120165,D,25,0,,2.9592,0.57101,0.16401,890,AMARELA,,,10/12/2022
1,LC,118145,A,5,0,,2.57602,0.57464,0.19619,890,AMARELA,0,,10/12/2022
41,LC,120154,E,27,0,,2.51375,1.26329,0.13472,891,ROSA,,,10/12/2022
42,LC,86329,B,26,0,,1.80201,0.20928,0.18024,891,ROSA,,,10/12/2022
43,LC,119763,B,14,0,,3.83474,0.4663,0.21265,891,ROSA,,,10/12/2022
44,LC,118240,B,15,1,Não permitiu a convergência do algoritmo de estimação da TRI,,,,891,ROSA,,,10/12/2022
45,LC,118279,B,16,0,,3.09031,2.70264,0.06863,891,ROSA,,,10/12/2022
1,LC,118292,A,8,0,,1.86272,0.34935,0.27244,891,ROSA,0,,10/12/2022
4,LC,81488,B,5,0,,3.48892,0.84356,0.12705,891,ROSA,0,,10/12/2022
3,LC,118145,A,5,0,,2.57602,0.57464,0.19619,891,ROSA,0,,10/12/2022
2,LC,111852,C,7,0,,3.02127,0.71646,0.18997,891,ROSA,0,,10/12/2022
4,LC,117572,E,5,0,,2.02578,1.05526,0.05391,891,ROSA,1,,10/12/2022
3,LC,118223,A,6,0,,2.81886,-0.37712,0.19554,891,ROSA,1,,10/12/2022
2,LC,112042,C,7,0,,2.00076,0.26863,0.0789,891,ROSA,1,,10/12/2022
1,LC,89505,A,8,0,,1.49099,1.12765,0.17633,891,ROSA,1,,10/12/2022
5,LC,63712,B,6,0,,2.528,1.55393,0.29354,891,ROSA,0,,10/12/2022
10,LC,120375,D,19,0,,2.39615,1.63316,0.20335,891,ROSA,,,10/12/2022
9,LC,118205,A,11,0,,1.01454,0.06185,0.06182,891,ROSA,,,10/12/2022
8,LC,120342,E,3,0,,1.58638,1.45518,0.22273,891,ROSA,,,10/12/2022
7,LC,118251,C,21,0,,0.27414,4.27494,0.08273,891,ROSA,,,10/12/2022
6,LC,118201,D,2,0,,0.79399,-0.42733,0.23668,891,ROSA,,,10/12/2022
5,LC,85244,A,5,0,,3.01335,0.18654,0.26635,891,ROSA,1,,10/12/2022
14,LC,118231,A,25,0,,1.42609,-0.65267,0.00765,891,ROSA,,,10/12/2022
15,LC,118250,C,17,0,,1.91893,0.83254,0.0852,891,ROSA,,,10/12/2022
13,LC,39441,D,17,0,,1.19989,0.74738,0.0877,891,ROSA,,,10/12/2022
12,LC,120340,B,21,0,,0.5311,0.41917,0.23722,891,ROSA,,,10/12/2022
19,LC,68920,A,20,0,,0.96148,-0.66104,0.01713,891,ROSA,,,10/12/2022
21,LC,120165,D,25,0,,2.9592,0.57101,0.16401,891,ROSA,,,10/12/2022
20,LC,15069,B,1,0,,1.77244,0.23114,0.00953,891,ROSA,,,10/12/2022
22,LC,120623,D,30,0,,1.58074,1.24997,0.12025,891,ROSA,,,10/12/2022
11,LC,18745,A,4,0,,2.3308,1.6301,0.13047,891,ROSA,,,10/12/2022
23,LC,83331,A,22,0,,2.89764,0.57674,0.16815,891,ROSA,,,10/12/2022
24,LC,120646,D,14,0,,1.57672,1.15232,0.16243,891,ROSA,,,10/12/2022
25,LC,86515,B,24,0,,2.19688,0.92018,0.10506,891,ROSA,,,10/12/2022
26,LC,120170,E,9,0,,1.9866,1.65243,0.11374,891,ROSA,,,10/12/2022
18,LC,97519,E,18,0,,2.39514,-0.22063,0.05035,891,ROSA,,,10/12/2022
27,LC,31981,D,12,0,,2.08211,0.59859,0.17197,891,ROSA,,,10/12/2022
28,LC,118218,D,9,0,,2.68787,0.62089,0.26778,891,ROSA,,,10/12/2022
29,LC,118269,D,18,0,,0.88199,2.40855,0.2075,891,ROSA,,,10/12/2022
30,LC,15105,E,12,0,,1.54517,1.71461,0.23079,891,ROSA,,,10/12/2022
17,LC,118293,C,10,0,,0.80105,2.47968,0.05719,891,ROSA,,,10/12/2022
31,LC,120627,B,28,0,,1.99613,1.20044,0.05794,891,ROSA,,,10/12/2022
32,LC,120560,B,13,0,,1.99754,2.27789,0.292,891,ROSA,,,10/12/2022
33,LC,120643,A,23,0,,2.94256,0.17547,0.22258,891,ROSA,,,10/12/2022
34,LC,118302,C,16,0,,1.4717,2.17279,0.19556,891,ROSA,,,10/12/2022
35,LC,118073,C,24,0,,1.68791,0.79504,0.13105,891,ROSA,,,10/12/2022
16,LC,37831,D,16,0,,0.66145,1.56218,0.00747,891,ROSA,,,10/12/2022
36,LC,86462,D,20,0,,2.38262,0.23283,0.11832,891,ROSA,,,10/12/2022
37,LC,118258,D,13,1,Não permitiu a convergência do algoritmo de estimação da TRI,,,,891,ROSA,,,10/12/2022
38,LC,120639,D,29,0,,2.45537,0.7477,0.10142,891,ROSA,,,10/12/2022
39,LC,86594,C,23,0,,2.2723,1.56986,0.20724,891,ROSA,,,10/12/2022
40,LC,96262,C,23,0,,2.71876,0.24855,0.1477,891,ROSA,,,10/12/2022
4,LC,118292,A,8,0,,1.86272,0.34935,0.27244,892,BRANCA,0,,10/12/2022
5,LC,89505,A,8,0,,1.49099,1.12765,0.17633,892,BRANCA,1,,10/12/2022
26,LC,118218,D,9,0,,2.68787,0.62089,0.26778,892,BRANCA,,,10/12/2022
25,LC,31981,D,12,0,,2.08211,0.59859,0.17197,892,BRANCA,,,10/12/2022
24,LC,120170,E,9,0,,1.9866,1.65243,0.11374,892,BRANCA,,,10/12/2022
23,LC,86515,B,24,0,,2.19688,0.92018,0.10506,892,BRANCA,,,10/12/2022
22,LC,120646,D,14,0,,1.57672,1.15232,0.16243,892,BRANCA,,,10/12/2022
31,LC,118201,D,2,0,,0.79399,-0.42733,0.23668,892,BRANCA,,,10/12/2022
30,LC,118279,B,16,0,,3.09031,2.70264,0.06863,892,BRANCA,,,10/12/2022
29,LC,118240,B,15,1,Não permitiu a convergência do algoritmo de estimação da TRI,,,,892,BRANCA,,,10/12/2022
28,LC,119763,B,14,0,,3.83474,0.4663,0.21265,892,BRANCA,,,10/12/2022
27,LC,86329,B,26,0,,1.80201,0.20928,0.18024,892,BRANCA,,,10/12/2022
37,LC,120375,D,19,0,,2.39615,1.63316,0.20335,892,BRANCA,,,10/12/2022
36,LC,118205,A,11,0,,1.01454,0.06185,0.06182,892,BRANCA,,,10/12/2022
34,LC,97519,E,18,0,,2.39514,-0.22063,0.05035,892,BRANCA,,,10/12/2022
33,LC,120342,E,3,0,,1.58638,1.45518,0.22273,892,BRANCA,,,10/12/2022
1,LC,118145,A,5,0,,2.57602,0.57464,0.19619,892,BRANCA,0,,10/12/2022
32,LC,118251,C,21,0,,0.27414,4.27494,0.08273,892,BRANCA,,,10/12/2022
43,LC,118250,C,17,0,,1.91893,0.83254,0.0852,892,BRANCA,,,10/12/2022
35,LC,68920,A,20,0,,0.96148,-0.66104,0.01713,892,BRANCA,,,10/12/2022
42,LC,118231,A,25,0,,1.42609,-0.65267,0.00765,892,BRANCA,,,10/12/2022
45,LC,118293,C,10,0,,0.80105,2.47968,0.05719,892,BRANCA,,,10/12/2022
41,LC,118302,C,16,0,,1.4717,2.17279,0.19556,892,BRANCA,,,10/12/2022
40,LC,120643,A,23,0,,2.94256,0.17547,0.22258,892,BRANCA,,,10/12/2022
44,LC,37831,D,16,0,,0.66145,1.56218,0.00747,892,BRANCA,,,10/12/2022
39,LC,120560,B,13,0,,1.99754,2.27789,0.292,892,BRANCA,,,10/12/2022
38,LC,18745,A,4,0,,2.3308,1.6301,0.13047,892,BRANCA,,,10/12/2022
2,LC,81488,B,5,0,,3.48892,0.84356,0.12705,892,BRANCA,0,,10/12/2022
3,LC,63712,B,6,0,,2.528,1.55393,0.29354,892,BRANCA,0,,10/12/2022
5,LC,111852,C,7,0,,3.02127,0.71646,0.18997,892,BRANCA,0,,10/12/2022
1,LC,85244,A,5,0,,3.01335,0.18654,0.26635,892,BRANCA,1,,10/12/2022
2,LC,118223,A,6,0,,2.81886,-0.37712,0.19554,892,BRANCA,1,,10/12/2022
3,LC,117572,E,5,0,,2.02578,1.05526,0.05391,892,BRANCA,1,,10/12/2022
4,LC,112042,C,7,0,,2.00076,0.26863,0.0789,892,BRANCA,1,,10/12/2022
6,LC,118073,C,24,0,,1.68791,0.79504,0.13105,892,BRANCA,,,10/12/2022
7,LC,86462,D,20,0,,2.38262,0.23283,0.11832,892,BRANCA,,,10/12/2022
8,LC,120340,B,21,0,,0.5311,0.41917,0.23722,892,BRANCA,,,10/12/2022
9,LC,39441,D,17,0,,1.19989,0.74738,0.0877,892,BRANCA,,,10/12/2022
10,LC,120623,D,30,0,,1.58074,1.24997,0.12025,892,BRANCA,,,10/12/2022
11,LC,83331,A,22,0,,2.89764,0.57674,0.16815,892,BRANCA,,,10/12/2022
12,LC,118269,D,18,0,,0.88199,2.40855,0.2075,892,BRANCA,,,10/12/2022
13,LC,15105,E,12,0,,1.54517,1.71461,0.23079,892,BRANCA,,,10/12/2022
14,LC,120627,B,28,0,,1.99613,1.20044,0.05794,892,BRANCA,,,10/12/2022
15,LC,118258,D,13,1,Não permitiu a convergência do algoritmo de estimação da TRI,,,,892,BRANCA,,,10/12/2022
16,LC,120639,D,29,0,,2.45537,0.7477,0.10142,892,BRANCA,,,10/12/2022
17,LC,86594,C,23,0,,2.2723,1.56986,0.20724,892,BRANCA,,,10/12/2022
18,LC,15069,B,1,0,,1.77244,0.23114,0.00953,892,BRANCA,,,10/12/2022
19,LC,120165,D,25,0,,2.9592,0.57101,0.16401,892,BRANCA,,,10/12/2022
20,LC,96262,C,23,0,,2.71876,0.24855,0.1477,892,BRANCA,,,10/12/2022
21,LC,120154,E,27,0,,2.51375,1.26329,0.13472,892,BRANCA,,,10/12/2022
31,LC,120340,B,21,0,,0.5311,0.41917,0.23722,893,AMARELA,,,10/12/2022
29,LC,118251,C,21,0,,0.27414,4.27494,0.08273,893,AMARELA,,,10/12/2022
27,LC,68920,A,20,0,,0.96148,-0.66104,0.01713,893,AMARELA,,,10/12/2022
35,LC,96262,C,23,0,,2.71876,0.24855,0.1477,893,AMARELA,,,10/12/2022
33,LC,120623,D,30,0,,1.58074,1.24997,0.12025,893,AMARELA,,,10/12/2022
41,LC,86515,B,24,0,,2.19688,0.92018,0.10506,893,AMARELA,,,10/12/2022
39,LC,118218,D,9,0,,2.68787,0.62089,0.26778,893,AMARELA,,,10/12/2022
37,LC,120170,E,9,0,,1.9866,1.65243,0.11374,893,AMARELA,,,10/12/2022
38,LC,31981,D,12,0,,2.08211,0.59859,0.17197,893,AMARELA,,,10/12/2022
43,LC,86462,D,20,0,,2.38262,0.23283,0.11832,893,AMARELA,,,10/12/2022
2,LC,81488,B,5,0,,3.48892,0.84356,0.12705,893,AMARELA,0,,10/12/2022
3,LC,63712,B,6,0,,2.528,1.55393,0.29354,893,AMARELA,0,,10/12/2022
4,LC,111852,C,7,0,,3.02127,0.71646,0.18997,893,AMARELA,0,,10/12/2022
5,LC,118292,A,8,0,,1.86272,0.34935,0.27244,893,AMARELA,0,,10/12/2022
1,LC,117572,E,5,0,,2.02578,1.05526,0.05391,893,AMARELA,1,,10/12/2022
2,LC,85244,A,5,0,,3.01335,0.18654,0.26635,893,AMARELA,1,,10/12/2022
3,LC,118223,A,6,0,,2.81886,-0.37712,0.19554,893,AMARELA,1,,10/12/2022
