COD_POSICAO,SG_AREA,COD_ITEM,DESC_GABARITO,COD_HABILIDADE,ITEN_ABANDONO,DESC_MOTIVO_ABANDONO,NUM_PARAMETRO_A,NUM_PARAMETRO_B,NUM_PARAMETRO_C,COD_PROVA,DESC_COR_PROVA,COD_TIPO_LINGUA,COD_ITEM_ADPTADO,DATA_PROCESSAMENTO
127,CN,35035,D,24,0,,1.99626,1.44032,0.24707,1048,ROSA,,,10/12/2022
93,CN,117907,A,23,0,,1.74613,1.97114,0.22428,1048,ROSA,,,10/12/2022
107,CN,97748,A,11,0,,1.41442,0.40443,0.27391,1048,ROSA,,,10/12/2022
112,CN,79208,E,17,0,,3.44505,0.90538,0.11524,1049,AMARELA,,,10/12/2022
115,CN,61516,A,19,0,,2.6916,1.296,0.13364,1049,AMARELA,,,10/12/2022
104,CN,97748,A,11,0,,1.41442,0.40443,0.27391,1049,AMARELA,,,10/12/2022
107,CN,97520,A,14,0,,1.54146,-0.03765,0.17419,1049,AMARELA,,,10/12/2022
99,CN,88264,B,7,0,,3.31251,1.44489,0.23606,1049,AMARELA,,,10/12/2022
130,CN,39372,E,27,0,,1.89183,1.92871,0.29908,1049,AMARELA,,,10/12/2022
131,CN,111734,B,27,0,,3.48203,1.5167,0.23466,1049,AMARELA,,,10/12/2022
132,CN,43195,A,28,0,,2.91766,2.40484,0.14852,1049,AMARELA,,,10/12/2022
92,CN,87143,E,2,0,,3.13337,-0.14484,0.15946,1049,AMARELA,,,10/12/2022
105,CN,87013,C,12,0,,3.02155,0.62291,0.23526,1049,AMARELA,,,10/12/2022
120,CN,111669,C,23,0,,2.28895,2.10603,0.25183,1049,AMARELA,,,10/12/2022
97,CN,111552,B,6,0,,2.20808,1.60663,0.27945,1049,AMARELA,,,10/12/2022
94,CN,88163,A,4,0,,2.24315,0.16664,0.21149,1049,AMARELA,,,10/12/2022
135,CN,97871,E,30,0,,1.7783,1.1061,0.09585,1049,AMARELA,,,10/12/2022
91,CN,30197,A,1,0,,2.81758,1.5038,0.15164,1049,AMARELA,,,10/12/2022
123,CN,18245,A,24,0,,1.28993,1.68911,0.18495,1049,AMARELA,,,10/12/2022
125,CN,35035,D,24,0,,1.99626,1.44032,0.24707,1049,AMARELA,,,10/12/2022
133,CN,83585,C,29,0,,1.49817,0.35229,0.24507,1049,AMARELA,,,10/12/2022
98,CN,111568,A,6,0,,2.65152,1.42411,0.29186,1049,AMARELA,,,10/12/2022
102,CN,96033,C,9,0,,2.95028,0.52988,0.19463,1049,AMARELA,,,10/12/2022
106,CN,95910,B,15,0,,2.47792,0.17503,0.21055,1049,AMARELA,,,10/12/2022
110,CN,8318,B,16,0,,2.72813,0.91769,0.28081,1049,AMARELA,,,10/12/2022
118,CN,85688,E,21,0,,3.04726,1.30957,0.15903,1049,AMARELA,,,10/12/2022
126,CN,30690,D,25,0,,3.2046,1.84979,0.24142,1049,AMARELA,,,10/12/2022
95,CN,14956,D,5,0,,2.12627,0.96164,0.19292,1049,AMARELA,,,10/12/2022
116,CN,55844,E,20,0,,1.06358,1.99959,0.23386,1049,AMARELA,,,10/12/2022
113,CN,117779,D,18,0,,3.01076,1.52814,0.1798,1049,AMARELA,,,10/12/2022
108,CN,111641,C,10,0,,1.28175,0.77011,0.29996,1049,AMARELA,,,10/12/2022
93,CN,111643,E,4,0,,1.71167,-0.42912,0.19628,1049,AMARELA,,,10/12/2022
124,CN,13944,C,24,0,,1.82658,0.65788,0.08591,1049,AMARELA,,,10/12/2022
96,CN,117821,A,5,0,,3.35083,1.31768,0.16812,1049,AMARELA,,,10/12/2022
100,CN,82211,A,8,0,,3.10343,0.93796,0.19625,1049,AMARELA,,,10/12/2022
103,CN,89022,B,10,0,,2.04853,0.94242,0.25583,1049,AMARELA,,,10/12/2022
101,CN,82232,C,8,0,,2.66734,0.82316,0.14115,1049,AMARELA,,,10/12/2022
119,CN,97607,A,22,0,,2.13436,1.16048,0.12332,1049,AMARELA,,,10/12/2022
127,CN,48375,C,25,0,,1.19143,-0.30412,0.19428,1049,AMARELA,,,10/12/2022
111,CN,68901,E,17,0,,3.36491,0.83031,0.1723,1049,AMARELA,,,10/12/2022
128,CN,32921,C,10,0,,2.6299,0.96141,0.16941,1049,AMARELA,,,10/12/2022
129,CN,86284,A,26,0,,2.54791,1.37941,0.14806,1049,AMARELA,,,10/12/2022
109,CN,98181,C,15,0,,1.10695,-1.41931,0.20856,1049,AMARELA,,,10/12/2022
121,CN,98160,D,5,0,,2.1638,2.29379,0.23083,1049,AMARELA,,,10/12/2022
122,CN,117907,A,23,0,,1.74613,1.97114,0.22428,1049,AMARELA,,,10/12/2022
117,CN,90025,D,20,0,,3.26844,1.288,0.21776,1049,AMARELA,,,10/12/2022
134,CN,96209,E,30,0,,2.41147,1.88637,0.11687,1049,AMARELA,,,10/12/2022
114,CN,84025,A,19,0,,2.72317,1.42121,0.10978,1049,AMARELA,,,10/12/2022
125,CN,35035,D,24,0,,1.99626,1.44032,0.24707,1050,AMARELA,,,10/12/2022
102,CN,96033,C,9,0,,2.95028,0.52988,0.19463,1050,AMARELA,,,10/12/2022
93,CN,111643,E,4,0,,1.71167,-0.42912,0.19628,1050,AMARELA,,,10/12/2022
104,CN,97748,A,11,0,,1.41442,0.40443,0.27391,1050,AMARELA,,,10/12/2022
123,CN,18245,A,24,0,,1.28993,1.68911,0.18495,1050,AMARELA,,,10/12/2022
112,CN,79208,E,17,0,,3.44505,0.90538,0.11524,1050,AMARELA,,,10/12/2022
107,CN,97520,A,14,0,,1.54146,-0.03765,0.17419,1050,AMARELA,,,10/12/2022
109,CN,98181,C,15,0,,1.10695,-1.41931,0.20856,1050,AMARELA,,,10/12/2022
96,CN,117821,A,5,0,,3.35083,1.31768,0.16812,1050,AMARELA,,,10/12/2022
101,CN,82232,C,8,0,,2.66734,0.82316,0.14115,1050,AMARELA,,,10/12/2022
91,CN,30197,A,1,0,,2.81758,1.5038,0.15164,1050,AMARELA,,,10/12/2022
117,CN,90025,D,20,0,,3.26844,1.288,0.21776,1050,AMARELA,,,10/12/2022
130,CN,39372,E,27,0,,1.89183,1.92871,0.29908,1050,AMARELA,,,10/12/2022
113,CN,117779,D,18,0,,3.01076,1.52814,0.1798,1050,AMARELA,,,10/12/2022
134,CN,96209,E,30,0,,2.41147,1.88637,0.11687,1050,AMARELA,,,10/12/2022
133,CN,83585,C,29,0,,1.49817,0.35229,0.24507,1050,AMARELA,,,10/12/2022
95,CN,14956,D,5,0,,2.12627,0.96164,0.19292,1050,AMARELA,,,10/12/2022
99,CN,88264,B,7,0,,3.31251,1.44489,0.23606,1050,AMARELA,,,10/12/2022
103,CN,89022,B,10,0,,2.04853,0.94242,0.25583,1050,AMARELA,,,10/12/2022
111,CN,68901,E,17,0,,3.36491,0.83031,0.1723,1050,AMARELA,,,10/12/2022
115,CN,61516,A,19,0,,2.6916,1.296,0.13364,1050,AMARELA,,,10/12/2022
119,CN,97607,A,22,0,,2.13436,1.16048,0.12332,1050,AMARELA,,,10/12/2022
127,CN,48375,C,25,0,,1.19143,-0.30412,0.19428,1050,AMARELA,,,10/12/2022
131,CN,111734,B,27,0,,3.48203,1.5167,0.23466,1050,AMARELA,,,10/12/2022
135,CN,97871,E,30,0,,1.7783,1.1061,0.09585,1050,AMARELA,,,10/12/2022
98,CN,111568,A,6,0,,2.65152,1.42411,0.29186,1050,AMARELA,,,10/12/2022
121,CN,98160,D,5,0,,2.1638,2.29379,0.23083,1050,AMARELA,,,10/12/2022
126,CN,30690,D,25,0,,3.2046,1.84979,0.24142,1050,AMARELA,,,10/12/2022
132,CN,43195,A,28,0,,2.91766,2.40484,0.14852,1050,AMARELA,,,10/12/2022
100,CN,82211,A,8,0,,3.10343,0.93796,0.19625,1050,AMARELA,,,10/12/2022
108,CN,111641,C,10,0,,1.28175,0.77011,0.29996,1050,AMARELA,,,10/12/2022
97,CN,111552,B,6,0,,2.20808,1.60663,0.27945,1050,AMARELA,,,10/12/2022
106,CN,95910,B,15,0,,2.47792,0.17503,0.21055,1050,AMARELA,,,10/12/2022
94,CN,88163,A,4,0,,2.24315,0.16664,0.21149,1050,AMARELA,,,10/12/2022
105,CN,87013,C,12,0,,3.02155,0.62291,0.23526,1050,AMARELA,,,10/12/2022
114,CN,84025,A,19,0,,2.72317,1.42121,0.10978,1050,AMARELA,,,10/12/2022
124,CN,13944,C,24,0,,1.82658,0.65788,0.08591,1050,AMARELA,,,10/12/2022
110,CN,8318,B,16,0,,2.72813,0.91769,0.28081,1050,AMARELA,,,10/12/2022
129,CN,86284,A,26,0,,2.54791,1.37941,0.14806,1050,AMARELA,,,10/12/2022
128,CN,32921,C,10,0,,2.6299,0.96141,0.16941,1050,AMARELA,,,10/12/2022
120,CN,111669,C,23,0,,2.28895,2.10603,0.25183,1050,AMARELA,,,10/12/2022
122,CN,117907,A,23,0,,1.74613,1.97114,0.22428,1050,AMARELA,,,10/12/2022
92,CN,87143,E,2,0,,3.13337,-0.14484,0.15946,1050,AMARELA,,,10/12/2022
116,CN,55844,E,20,0,,1.06358,1.99959,0.23386,1050,AMARELA,,,10/12/2022
118,CN,85688,E,21,0,,3.04726,1.30957,0.15903,1050,AMARELA,,,10/12/2022
115,CN,61516,A,19,0,,2.6916,1.296,0.13364,1051,LARANJA,,1,10/12/2022
97,CN,111552,B,6,0,,2.20808,1.60663,0.27945,1051,LARANJA,,1,10/12/2022
93,CN,111643,E,4,0,,1.71167,-0.42912,0.19628,1051,LARANJA,,1,10/12/2022
135,CN,97871,E,30,0,,1.7783,1.1061,0.09585,1051,LARANJA,,1,10/12/2022
133,CN,83585,C,29,0,,1.49817,0.35229,0.24507,1051,LARANJA,,1,10/12/2022
98,CN,111568,A,6,0,,2.65152,1.42411,0.29186,1051,LARANJA,,1,10/12/2022
125,CN,97502,D,4,0,,1.76943,0.96933,0.22733,1051,LARANJA,,1,10/12/2022
107,CN,97520,A,14,0,,1.54146,-0.03765,0.17419,1051,LARANJA,,1,10/12/2022
123,CN,18245,A,24,0,,1.28993,1.68911,0.18495,1051,LARANJA,,1,10/12/2022
108,CN,111641,C,10,0,,1.28175,0.77011,0.29996,1051,LARANJA,,1,10/12/2022
112,CN,79208,E,17,0,,3.44505,0.90538,0.11524,1051,LARANJA,,1,10/12/2022
130,CN,39372,E,27,0,,1.89183,1.92871,0.29908,1051,LARANJA,,1,10/12/2022
104,CN,97748,A,11,0,,1.41442,0.40443,0.27391,1051,LARANJA,,1,10/12/2022
120,CN,111669,C,23,0,,2.28895,2.10603,0.25183,1051,LARANJA,,1,10/12/2022
118,CN,14942,E,5,0,,1.07794,1.57816,0.15791,1051,LARANJA,,1,10/12/2022
96,CN,117821,A,5,0,,3.35083,1.31768,0.16812,1051,LARANJA,,1,10/12/2022
100,CN,42892,A,8,0,,2.12697,0.38431,0.21254,1051,LARANJA,,1,10/12/2022
110,CN,87159,B,12,0,,3.12154,1.75475,0.14114,1051,LARANJA,,1,10/12/2022
116,CN,55844,E,20,0,,1.06358,1.99959,0.23386,1051,LARANJA,,1,10/12/2022
124,CN,13944,C,24,0,,1.82658,0.65788,0.08591,1051,LARANJA,,1,10/12/2022
128,CN,32921,C,10,0,,2.6299,0.96141,0.16941,1051,LARANJA,,1,10/12/2022
132,CN,43195,A,28,0,,2.91766,2.40484,0.14852,1051,LARANJA,,1,10/12/2022
91,CN,13708,A,1,0,,2.9635,1.94374,0.07887,1051,LARANJA,,1,10/12/2022
109,CN,111633,C,9,0,,1.50096,0.33292,0.19812,1051,LARANJA,,1,10/12/2022
127,CN,48375,C,25,0,,1.19143,-0.30412,0.19428,1051,LARANJA,,1,10/12/2022
117,CN,90025,D,20,0,,3.26844,1.288,0.21776,1051,LARANJA,,1,10/12/2022
131,CN,111734,B,27,0,,3.48203,1.5167,0.23466,1051,LARANJA,,1,10/12/2022
111,CN,68901,E,17,0,,3.36491,0.83031,0.1723,1051,LARANJA,,1,10/12/2022
121,CN,98160,D,5,0,,2.1638,2.29379,0.23083,1051,LARANJA,,1,10/12/2022
106,CN,95910,B,15,0,,2.47792,0.17503,0.21055,1051,LARANJA,,1,10/12/2022
94,CN,88163,A,4,0,,2.24315,0.16664,0.21149,1051,LARANJA,,1,10/12/2022
101,CN,82232,C,8,0,,2.66734,0.82316,0.14115,1051,LARANJA,,1,10/12/2022
129,CN,86284,A,26,0,,2.54791,1.37941,0.14806,1051,LARANJA,,1,10/12/2022
105,CN,87013,C,12,0,,3.02155,0.62291,0.23526,1051,LARANJA,,1,10/12/2022
119,CN,97607,A,22,0,,2.13436,1.16048,0.12332,1051,LARANJA,,1,10/12/2022
103,CN,89022,B,10,0,,2.04853,0.94242,0.25583,1051,LARANJA,,1,10/12/2022
95,CN,14956,D,5,0,,2.12627,0.96164,0.19292,1051,LARANJA,,1,10/12/2022
122,CN,117907,A,23,0,,1.74613,1.97114,0.22428,1051,LARANJA,,1,10/12/2022
113,CN,117779,D,18,0,,3.01076,1.52814,0.1798,1051,LARANJA,,1,10/12/2022
99,CN,88264,B,7,0,,3.31251,1.44489,0.23606,1051,LARANJA,,1,10/12/2022
102,CN,96033,C,9,0,,2.95028,0.52988,0.19463,1051,LARANJA,,1,10/12/2022
134,CN,96209,E,30,0,,2.41147,1.88637,0.11687,1051,LARANJA,,1,10/12/2022
92,CN,87143,E,2,0,,3.13337,-0.14484,0.15946,1051,LARANJA,,1,10/12/2022
114,CN,84025,A,19,0,,2.72317,1.42121,0.10978,1051,LARANJA,,1,10/12/2022
126,CN,30690,D,25,0,,3.2046,1.84979,0.24142,1051,LARANJA,,1,10/12/2022
122,CN,117907,A,23,0,,1.74613,1.97114,0.22428,1052,LARANJA,,1,10/12/2022
119,CN,97607,A,22,0,,2.13436,1.16048,0.12332,1052,LARANJA,,1,10/12/2022
110,CN,87159,B,12,0,,3.12154,1.75475,0.14114,1052,LARANJA,,1,10/12/2022
116,CN,55844,E,20,0,,1.06358,1.99959,0.23386,1052,LARANJA,,1,10/12/2022
115,CN,61516,A,19,0,,2.6916,1.296,0.13364,1052,LARANJA,,1,10/12/2022
132,CN,43195,A,28,0,,2.91766,2.40484,0.14852,1052,LARANJA,,1,10/12/2022
114,CN,84025,A,19,0,,2.72317,1.42121,0.10978,1052,LARANJA,,1,10/12/2022
120,CN,111669,C,23,0,,2.28895,2.10603,0.25183,1052,LARANJA,,1,10/12/2022
103,CN,89022,B,10,0,,2.04853,0.94242,0.25583,1052,LARANJA,,1,10/12/2022
106,CN,95910,B,15,0,,2.47792,0.17503,0.21055,1052,LARANJA,,1,10/12/2022
111,CN,68901,E,17,0,,3.36491,0.83031,0.1723,1052,LARANJA,,1,10/12/2022
128,CN,32921,C,10,0,,2.6299,0.96141,0.16941,1052,LARANJA,,1,10/12/2022
93,CN,111643,E,4,0,,1.71167,-0.42912,0.19628,1052,LARANJA,,1,10/12/2022
97,CN,111552,B,6,0,,2.20808,1.60663,0.27945,1052,LARANJA,,1,10/12/2022
105,CN,87013,C,12,0,,3.02155,0.62291,0.23526,1052,LARANJA,,1,10/12/2022
109,CN,111633,C,9,0,,1.50096,0.33292,0.19812,1052,LARANJA,,1,10/12/2022
113,CN,117779,D,18,0,,3.01076,1.52814,0.1798,1052,LARANJA,,1,10/12/2022
121,CN,98160,D,5,0,,2.1638,2.29379,0.23083,1052,LARANJA,,1,10/12/2022
125,CN,97502,D,4,0,,1.76943,0.96933,0.22733,1052,LARANJA,,1,10/12/2022
129,CN,86284,A,26,0,,2.54791,1.37941,0.14806,1052,LARANJA,,1,10/12/2022
133,CN,83585,C,29,0,,1.49817,0.35229,0.24507,1052,LARANJA,,1,10/12/2022
91,CN,13708,A,1,0,,2.9635,1.94374,0.07887,1052,LARANJA,,1,10/12/2022
123,CN,18245,A,24,0,,1.28993,1.68911,0.18495,1052,LARANJA,,1,10/12/2022
101,CN,82232,C,8,0,,2.66734,0.82316,0.14115,1052,LARANJA,,1,10/12/2022
107,CN,97520,A,14,0,,1.54146,-0.03765,0.17419,1052,LARANJA,,1,10/12/2022
117,CN,90025,D,20,0,,3.26844,1.288,0.21776,1052,LARANJA,,1,10/12/2022
98,CN,111568,A,6,0,,2.65152,1.42411,0.29186,1052,LARANJA,,1,10/12/2022
134,CN,96209,E,30,0,,2.41147,1.88637,0.11687,1052,LARANJA,,1,10/12/2022
135,CN,97871,E,30,0,,1.7783,1.1061,0.09585,1052,LARANJA,,1,10/12/2022
126,CN,30690,D,25,0,,3.2046,1.84979,0.24142,1052,LARANJA,,1,10/12/2022
127,CN,48375,C,25,0,,1.19143,-0.30412,0.19428,1052,LARANJA,,1,10/12/2022
124,CN,13944,C,24,0,,1.82658,0.65788,0.08591,1052,LARANJA,,1,10/12/2022
112,CN,79208,E,17,0,,3.44505,0.90538,0.11524,1052,LARANJA,,1,10/12/2022
99,CN,88264,B,7,0,,3.31251,1.44489,0.23606,1052,LARANJA,,1,10/12/2022
102,CN,96033,C,9,0,,2.95028,0.52988,0.19463,1052,LARANJA,,1,10/12/2022
104,CN,97748,A,11,0,,1.41442,0.40443,0.27391,1052,LARANJA,,1,10/12/2022
100,CN,42892,A,8,0,,2.12697,0.38431,0.21254,1052,LARANJA,,1,10/12/2022
108,CN,111641,C,10,0,,1.28175,0.77011,0.29996,1052,LARANJA,,1,10/12/2022
94,CN,88163,A,4,0,,2.24315,0.16664,0.21149,1052,LARANJA,,1,10/12/2022
92,CN,87143,E,2,0,,3.13337,-0.14484,0.15946,1052,LARANJA,,1,10/12/2022
95,CN,14956,D,5,0,,2.12627,0.96164,0.19292,1052,LARANJA,,1,10/12/2022
118,CN,14942,E,5,0,,1.07794,1.57816,0.15791,1052,LARANJA,,1,10/12/2022
96,CN,117821,A,5,0,,3.35083,1.31768,0.16812,1052,LARANJA,,1,10/12/2022
131,CN,111734,B,27,0,,3.48203,1.5167,0.23466,1052,LARANJA,,1,10/12/2022
130,CN,39372,E,27,0,,1.89183,1.92871,0.29908,1052,LARANJA,,1,10/12/2022
65,CH,118135,A,23,0,,1.60808,-0.32296,0.09046,879,AZUL,,,10/12/2022
78,CH,118129,A,14,0,,3.22966,0.96248,0.14036,879,AZUL,,,10/12/2022
77,CH,125716,A,4,0,,2.56315,0.92494,0.16284,879,AZUL,,,10/12/2022
63,CH,111936,B,30,0,,1.98717,1.20976,0.16546,879,AZUL,,,10/12/2022
80,CH,88561,C,9,0,,1.78332,2.10818,0.177,879,AZUL,,,10/12/2022
73,CH,88342,A,15,0,,1.63154,1.32755,0.10703,879,AZUL,,,10/12/2022
54,CH,96872,C,16,0,,2.15046,1.07751,0.23671,879,AZUL,,,10/12/2022
75,CH,111880,E,27,0,,2.52898,1.12459,0.15048,879,AZUL,,,10/12/2022
66,CH,98208,B,12,0,,2.65063,0.47062,0.1495,879,AZUL,,,10/12/2022
64,CH,96289,C,11,0,,2.16518,1.84941,0.13178,879,AZUL,,,10/12/2022
86,CH,112129,A,1,0,,1.22,0.04233,0.19344,879,AZUL,,,10/12/2022
55,CH,112084,E,8,0,,3.21414,1.1317,0.10829,879,AZUL,,,10/12/2022
51,CH,98128,A,29,0,,0.76584,0.78405,0.01834,879,AZUL,,,10/12/2022
68,CH,111925,E,22,0,,2.88658,0.55124,0.13869,879,AZUL,,,10/12/2022
69,CH,81914,C,8,0,,1.85709,0.94313,0.1916,879,AZUL,,,10/12/2022
81,CH,95563,B,25,0,,1.50299,0.57725,0.18681,879,AZUL,,,10/12/2022
47,CH,86369,A,18,0,,1.73639,1.33796,0.29641,879,AZUL,,,10/12/2022
70,CH,125732,C,26,0,,3.34532,0.29978,0.23028,879,AZUL,,,10/12/2022
48,CH,118058,D,29,0,,2.2169,1.61961,0.16574,879,AZUL,,,10/12/2022
49,CH,125655,C,14,0,,2.36532,0.38656,0.25854,879,AZUL,,,10/12/2022
71,CH,96669,A,30,0,,1.57179,0.86617,0.2021,879,AZUL,,,10/12/2022
87,CH,96415,E,3,0,,2.49173,1.57817,0.16145,879,AZUL,,,10/12/2022
50,CH,125707,B,28,0,,3.51888,1.67763,0.13429,879,AZUL,,,10/12/2022
72,CH,125907,E,10,0,,2.28342,0.77519,0.16873,879,AZUL,,,10/12/2022
56,CH,118206,D,27,0,,1.90077,1.56953,0.14464,879,AZUL,,,10/12/2022
52,CH,52843,D,7,0,,1.80371,1.3784,0.16635,879,AZUL,,,10/12/2022
84,CH,111846,B,5,0,,3.22135,1.15587,0.18835,879,AZUL,,,10/12/2022
62,CH,89649,D,20,0,,2.49925,1.72549,0.13091,879,AZUL,,,10/12/2022
46,CH,118049,B,16,0,,1.54377,0.59033,0.19087,879,AZUL,,,10/12/2022
67,CH,125722,E,26,0,,2.36414,1.17248,0.09949,879,AZUL,,,10/12/2022
57,CH,87238,D,21,0,,1.08479,1.43975,0.12871,879,AZUL,,,10/12/2022
61,CH,111789,A,18,0,,1.9399,0.2371,0.14756,879,AZUL,,,10/12/2022
88,CH,96369,E,11,0,,2.56529,1.19286,0.16157,879,AZUL,,,10/12/2022
74,CH,112114,B,2,0,,2.47232,1.18879,0.1676,879,AZUL,,,10/12/2022
79,CH,118012,E,17,0,,1.52448,2.04577,0.21371,879,AZUL,,,10/12/2022
83,CH,118059,A,5,0,,3.04986,0.83936,0.23466,879,AZUL,,,10/12/2022
76,CH,95822,B,23,0,,0.86436,3.26888,0.11203,879,AZUL,,,10/12/2022
58,CH,111817,E,19,0,,1.77083,0.61191,0.09361,879,AZUL,,,10/12/2022
60,CH,111875,B,24,0,,3.51856,0.89984,0.18464,879,AZUL,,,10/12/2022
85,CH,88365,A,1,0,,1.29208,1.81119,0.20192,879,AZUL,,,10/12/2022
59,CH,125885,B,27,0,,3.46336,0.36928,0.17747,879,AZUL,,,10/12/2022
89,CH,33940,B,6,0,,2.20524,2.56419,0.13887,879,AZUL,,,10/12/2022
53,CH,125676,B,5,0,,1.26786,0.66068,0.11201,879,AZUL,,,10/12/2022
90,CH,125656,B,4,0,,2.13734,0.664,0.25431,879,AZUL,,,10/12/2022
82,CH,86998,B,1,0,,1.8994,0.84844,0.2609,879,AZUL,,,10/12/2022
74,CH,88342,A,15,0,,1.63154,1.32755,0.10703,880,AMARELA,,,10/12/2022
76,CH,112084,E,8,0,,3.21414,1.1317,0.10829,880,AMARELA,,,10/12/2022
72,CH,96669,A,30,0,,1.57179,0.86617,0.2021,880,AMARELA,,,10/12/2022
77,CH,118206,D,27,0,,1.90077,1.56953,0.14464,880,AMARELA,,,10/12/2022
78,CH,87238,D,21,0,,1.08479,1.43975,0.12871,880,AMARELA,,,10/12/2022
79,CH,111817,E,19,0,,1.77083,0.61191,0.09361,880,AMARELA,,,10/12/2022
80,CH,125885,B,27,0,,3.46336,0.36928,0.17747,880,AMARELA,,,10/12/2022
70,CH,118135,A,23,0,,1.60808,-0.32296,0.09046,880,AMARELA,,,10/12/2022
60,CH,81914,C,8,0,,1.85709,0.94313,0.1916,880,AMARELA,,,10/12/2022
83,CH,98128,A,29,0,,0.76584,0.78405,0.01834,880,AMARELA,,,10/12/2022
61,CH,111880,E,27,0,,2.52898,1.12459,0.15048,880,AMARELA,,,10/12/2022
84,CH,52843,D,7,0,,1.80371,1.3784,0.16635,880,AMARELA,,,10/12/2022
89,CH,118058,D,29,0,,2.2169,1.61961,0.16574,880,AMARELA,,,10/12/2022
90,CH,125655,C,14,0,,2.36532,0.38656,0.25854,880,AMARELA,,,10/12/2022
46,CH,33940,B,6,0,,2.20524,2.56419,0.13887,880,AMARELA,,,10/12/2022
47,CH,125656,B,4,0,,2.13734,0.664,0.25431,880,AMARELA,,,10/12/2022
48,CH,111846,B,5,0,,3.22135,1.15587,0.18835,880,AMARELA,,,10/12/2022
49,CH,88365,A,1,0,,1.29208,1.81119,0.20192,880,AMARELA,,,10/12/2022
50,CH,112129,A,1,0,,1.22,0.04233,0.19344,880,AMARELA,,,10/12/2022
51,CH,96415,E,3,0,,2.49173,1.57817,0.16145,880,AMARELA,,,10/12/2022
52,CH,96369,E,11,0,,2.56529,1.19286,0.16157,880,AMARELA,,,10/12/2022
53,CH,88561,C,9,0,,1.78332,2.10818,0.177,880,AMARELA,,,10/12/2022
54,CH,95563,B,25,0,,1.50299,0.57725,0.18681,880,AMARELA,,,10/12/2022
55,CH,86998,B,1,0,,1.8994,0.84844,0.2609,880,AMARELA,,,10/12/2022
65,CH,118012,E,17,0,,1.52448,2.04577,0.21371,880,AMARELA,,,10/12/2022
64,CH,118129,A,14,0,,3.22966,0.96248,0.14036,880,AMARELA,,,10/12/2022
86,CH,96872,C,16,0,,2.15046,1.07751,0.23671,880,AMARELA,,,10/12/2022
57,CH,98208,B,12,0,,2.65063,0.47062,0.1495,880,AMARELA,,,10/12/2022
59,CH,111925,E,22,0,,2.88658,0.55124,0.13869,880,AMARELA,,,10/12/2022
58,CH,125722,E,26,0,,2.36414,1.17248,0.09949,880,AMARELA,,,10/12/2022
68,CH,111936,B,30,0,,1.98717,1.20976,0.16546,880,AMARELA,,,10/12/2022
87,CH,118049,B,16,0,,1.54377,0.59033,0.19087,880,AMARELA,,,10/12/2022
66,CH,111789,A,18,0,,1.9399,0.2371,0.14756,880,AMARELA,,,10/12/2022
67,CH,89649,D,20,0,,2.49925,1.72549,0.13091,880,AMARELA,,,10/12/2022
81,CH,111875,B,24,0,,3.51856,0.89984,0.18464,880,AMARELA,,,10/12/2022
63,CH,125716,A,4,0,,2.56315,0.92494,0.16284,880,AMARELA,,,10/12/2022
82,CH,125707,B,28,0,,3.51888,1.67763,0.13429,880,AMARELA,,,10/12/2022
85,CH,125676,B,5,0,,1.26786,0.66068,0.11201,880,AMARELA,,,10/12/2022
62,CH,95822,B,23,0,,0.86436,3.26888,0.11203,880,AMARELA,,,10/12/2022
69,CH,96289,C,11,0,,2.16518,1.84941,0.13178,880,AMARELA,,,10/12/2022
75,CH,112114,B,2,0,,2.47232,1.18879,0.1676,880,AMARELA,,,10/12/2022
71,CH,125732,C,26,0,,3.34532,0.29978,0.23028,880,AMARELA,,,10/12/2022
73,CH,125907,E,10,0,,2.28342,0.77519,0.16873,880,AMARELA,,,10/12/2022
56,CH,118059,A,5,0,,3.04986,0.83936,0.23466,880,AMARELA,,,10/12/2022
88,CH,86369,A,18,0,,1.73639,1.33796,0.29641,880,AMARELA,,,10/12/2022
54,CH,112114,B,2,0,,2.47232,1.18879,0.1676,881,BRANCA,,,10/12/2022
52,CH,125907,E,10,0,,2.28342,0.77519,0.16873,881,BRANCA,,,10/12/2022
61,CH,95822,B,23,0,,0.86436,3.26888,0.11203,881,BRANCA,,,10/12/2022
62,CH,125716,A,4,0,,2.56315,0.92494,0.16284,881,BRANCA,,,10/12/2022
58,CH,96289,C,11,0,,2.16518,1.84941,0.13178,881,BRANCA,,,10/12/2022
51,CH,96669,A,30,0,,1.57179,0.86617,0.2021,881,BRANCA,,,10/12/2022
63,CH,118129,A,14,0,,3.22966,0.96248,0.14036,881,BRANCA,,,10/12/2022
64,CH,118012,E,17,0,,1.52448,2.04577,0.21371,881,BRANCA,,,10/12/2022
49,CH,81914,C,8,0,,1.85709,0.94313,0.1916,881,BRANCA,,,10/12/2022
65,CH,112084,E,8,0,,3.21414,1.1317,0.10829,881,BRANCA,,,10/12/2022
66,CH,118206,D,27,0,,1.90077,1.56953,0.14464,881,BRANCA,,,10/12/2022
53,CH,88342,A,15,0,,1.63154,1.32755,0.10703,881,BRANCA,,,10/12/2022
69,CH,125885,B,27,0,,3.46336,0.36928,0.17747,881,BRANCA,,,10/12/2022
74,CH,125676,B,5,0,,1.26786,0.66068,0.11201,881,BRANCA,,,10/12/2022
55,CH,111789,A,18,0,,1.9399,0.2371,0.14756,881,BRANCA,,,10/12/2022
70,CH,111875,B,24,0,,3.51856,0.89984,0.18464,881,BRANCA,,,10/12/2022
